measure_full,value,proj_desc,proj_inum,data_year,direction,measure,xticnames
NORTHBOUNDhavg_spd_worst4hrs,17.87467979041554,Auburn Blvd- Watt Ave to Madison Ave,11,2019,NORTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
NORTHBOUNDlottr_ampk,1.5167426426779536,Auburn Blvd- Watt Ave to Madison Ave,11,2019,NORTHBOUND,lottr_ampk,M-F 6a-10a
NORTHBOUNDlottr_md,1.4375059350286663,Auburn Blvd- Watt Ave to Madison Ave,11,2019,NORTHBOUND,lottr_md,M-F 10a-4p
NORTHBOUNDlottr_pmpk,1.410657170236262,Auburn Blvd- Watt Ave to Madison Ave,11,2019,NORTHBOUND,lottr_pmpk,M-F 4p-8p
NORTHBOUNDlottr_wknd,1.4317138938321197,Auburn Blvd- Watt Ave to Madison Ave,11,2019,NORTHBOUND,lottr_wknd,Sat-Sun 6a-8p
SOUTHBOUND_calc_len,13734.161188559547,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,_calc_len,_calc_len
SOUTHBOUNDff_speed_art60thp,38.70316529549516,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,ff_speed_art60thp,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,18.435225586426238,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
SOUTHBOUNDlottr_ampk,1.4462731654047527,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,lottr_ampk,M-F 6a-10a
SOUTHBOUNDlottr_md,1.4007640235850634,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,lottr_md,M-F 10a-4p
SOUTHBOUNDlottr_pmpk,1.4982933485435446,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,lottr_pmpk,M-F 4p-8p
SOUTHBOUNDlottr_wknd,1.404872712201518,Auburn Blvd- Watt Ave to Madison Ave,11,2019,SOUTHBOUND,lottr_wknd,Sat-Sun 6a-8p
SOUTHBOUND_calc_len,13489.35206826539,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,_calc_len,_calc_len
SOUTHBOUNDff_speed_art60thp,44.64983459461642,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,ff_speed_art60thp,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,23.07338220150684,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
SOUTHBOUNDlottr_ampk,1.514368877487995,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,lottr_ampk,M-F 6a-10a
SOUTHBOUNDlottr_md,1.1907481117262084,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,lottr_md,M-F 10a-4p
SOUTHBOUNDlottr_pmpk,1.2332824350070137,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,lottr_pmpk,M-F 4p-8p
SOUTHBOUNDlottr_wknd,1.2708412203188972,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,SOUTHBOUND,lottr_wknd,Sat-Sun 6a-8p
NORTHBOUND_calc_len,13489.3520681744,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,_calc_len,_calc_len
NORTHBOUNDff_speed_art60thp,42.84464677061298,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,ff_speed_art60thp,ff_speed_art60thp
NORTHBOUNDhavg_spd_worst4hrs,23.206540509132324,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
NORTHBOUNDlottr_ampk,1.170446423772053,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,lottr_ampk,M-F 6a-10a
NORTHBOUNDlottr_md,1.185365015202097,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,lottr_md,M-F 10a-4p
NORTHBOUNDlottr_pmpk,1.3416003726401193,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,lottr_pmpk,M-F 4p-8p
NORTHBOUNDlottr_wknd,1.2181141279401317,Sunrise Blvd- Madison Ave to Gold Country Blvd,12,2019,NORTHBOUND,lottr_wknd,Sat-Sun 6a-8p
EASTBOUND_calc_len,24903.47160066732,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,_calc_len,_calc_len
EASTBOUNDff_speed_art60thp,37.25915672076036,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,ff_speed_art60thp,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,18.86596183846727,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
EASTBOUNDlottr_ampk,1.3528990871458875,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,lottr_ampk,M-F 6a-10a
EASTBOUNDlottr_md,1.3252373313689674,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,lottr_md,M-F 10a-4p
EASTBOUNDlottr_pmpk,1.3851030454704594,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,lottr_pmpk,M-F 4p-8p
EASTBOUNDlottr_wknd,1.3841748949685941,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,EASTBOUND,lottr_wknd,Sat-Sun 6a-8p
WESTBOUND_calc_len,24903.47159987439,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,_calc_len,_calc_len
WESTBOUNDff_speed_art60thp,36.20252272427229,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,ff_speed_art60thp,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,17.906286472938735,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
WESTBOUNDlottr_ampk,1.3317069801811694,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,lottr_ampk,M-F 6a-10a
WESTBOUNDlottr_md,1.339091283286134,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,lottr_md,M-F 10a-4p
WESTBOUNDlottr_pmpk,1.3942221758082238,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,lottr_pmpk,M-F 4p-8p
WESTBOUNDlottr_wknd,1.3883374466205523,Florin Road- Franklin Blvd to Elk Grove Florin Road-South Watt Ave,13,2019,WESTBOUND,lottr_wknd,Sat-Sun 6a-8p
EASTBOUND_calc_len,11093.868259444589,US-50- I-5 to SR-99,14,2019,EASTBOUND,_calc_len,_calc_len
EASTBOUNDff_speed_art60thp,66.7066895640343,US-50- I-5 to SR-99,14,2019,EASTBOUND,ff_speed_art60thp,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,26.605119596328446,US-50- I-5 to SR-99,14,2019,EASTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
EASTBOUNDlottr_ampk,1.1747798307131905,US-50- I-5 to SR-99,14,2019,EASTBOUND,lottr_ampk,M-F 6a-10a
EASTBOUNDlottr_md,1.3097170610640745,US-50- I-5 to SR-99,14,2019,EASTBOUND,lottr_md,M-F 10a-4p
EASTBOUNDlottr_pmpk,2.0285390998734614,US-50- I-5 to SR-99,14,2019,EASTBOUND,lottr_pmpk,M-F 4p-8p
EASTBOUNDlottr_wknd,1.0760214842891973,US-50- I-5 to SR-99,14,2019,EASTBOUND,lottr_wknd,Sat-Sun 6a-8p
WESTBOUND_calc_len,4960.5825351049625,US-50- I-5 to SR-99,14,2019,WESTBOUND,_calc_len,_calc_len
WESTBOUNDff_speed_art60thp,65.74069718707837,US-50- I-5 to SR-99,14,2019,WESTBOUND,ff_speed_art60thp,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,29.092666954083946,US-50- I-5 to SR-99,14,2019,WESTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
WESTBOUNDlottr_ampk,1.3978350932058,US-50- I-5 to SR-99,14,2019,WESTBOUND,lottr_ampk,M-F 6a-10a
WESTBOUNDlottr_md,1.240978803352997,US-50- I-5 to SR-99,14,2019,WESTBOUND,lottr_md,M-F 10a-4p
WESTBOUNDlottr_pmpk,1.8519025560641034,US-50- I-5 to SR-99,14,2019,WESTBOUND,lottr_pmpk,M-F 4p-8p
WESTBOUNDlottr_wknd,1.076814939026945,US-50- I-5 to SR-99,14,2019,WESTBOUND,lottr_wknd,Sat-Sun 6a-8p
EASTBOUND_calc_len,28172.991049392254,US-50- SR-99 to Watt Avenue,15,2019,EASTBOUND,_calc_len,_calc_len
EASTBOUNDff_speed_art60thp,70.19344881443955,US-50- SR-99 to Watt Avenue,15,2019,EASTBOUND,ff_speed_art60thp,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,39.49240076859458,US-50- SR-99 to Watt Avenue,15,2019,EASTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
EASTBOUNDlottr_ampk,1.1318061912837916,US-50- SR-99 to Watt Avenue,15,2019,EASTBOUND,lottr_ampk,M-F 6a-10a
EASTBOUNDlottr_md,1.0549845504969146,US-50- SR-99 to Watt Avenue,15,2019,EASTBOUND,lottr_md,M-F 10a-4p
EASTBOUNDlottr_pmpk,1.6017199205140213,US-50- SR-99 to Watt Avenue,15,2019,EASTBOUND,lottr_pmpk,M-F 4p-8p
EASTBOUNDlottr_wknd,1.0531275676744223,US-50- SR-99 to Watt Avenue,15,2019,EASTBOUND,lottr_wknd,Sat-Sun 6a-8p
WESTBOUND_calc_len,28172.99104702509,US-50- SR-99 to Watt Avenue,15,2019,WESTBOUND,_calc_len,_calc_len
WESTBOUNDff_speed_art60thp,69.10568666825768,US-50- SR-99 to Watt Avenue,15,2019,WESTBOUND,ff_speed_art60thp,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,32.274913375986046,US-50- SR-99 to Watt Avenue,15,2019,WESTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
WESTBOUNDlottr_ampk,1.6646061593711623,US-50- SR-99 to Watt Avenue,15,2019,WESTBOUND,lottr_ampk,M-F 6a-10a
WESTBOUNDlottr_md,1.3573742954247325,US-50- SR-99 to Watt Avenue,15,2019,WESTBOUND,lottr_md,M-F 10a-4p
WESTBOUNDlottr_pmpk,1.8795041593758315,US-50- SR-99 to Watt Avenue,15,2019,WESTBOUND,lottr_pmpk,M-F 4p-8p
WESTBOUNDlottr_wknd,1.056234497412633,US-50- SR-99 to Watt Avenue,15,2019,WESTBOUND,lottr_wknd,Sat-Sun 6a-8p
EASTBOUND_calc_len,41432.82907055102,SR-51- US-50 to I-80,16,2019,EASTBOUND,_calc_len,_calc_len
EASTBOUNDff_speed_art60thp,67.15347609857248,SR-51- US-50 to I-80,16,2019,EASTBOUND,ff_speed_art60thp,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,26.579316533559812,SR-51- US-50 to I-80,16,2019,EASTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
EASTBOUNDlottr_ampk,1.1155521294998585,SR-51- US-50 to I-80,16,2019,EASTBOUND,lottr_ampk,M-F 6a-10a
EASTBOUNDlottr_md,1.2456339047817344,SR-51- US-50 to I-80,16,2019,EASTBOUND,lottr_md,M-F 10a-4p
EASTBOUNDlottr_pmpk,1.85029143228338,SR-51- US-50 to I-80,16,2019,EASTBOUND,lottr_pmpk,M-F 4p-8p
EASTBOUNDlottr_wknd,1.3340400751710157,SR-51- US-50 to I-80,16,2019,EASTBOUND,lottr_wknd,Sat-Sun 6a-8p
WESTBOUND_calc_len,32742.933887633433,SR-51- US-50 to I-80,16,2019,WESTBOUND,_calc_len,_calc_len
WESTBOUNDff_speed_art60thp,66.24618762727417,SR-51- US-50 to I-80,16,2019,WESTBOUND,ff_speed_art60thp,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,29.85649996621053,SR-51- US-50 to I-80,16,2019,WESTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
WESTBOUNDlottr_ampk,1.6890927573991892,SR-51- US-50 to I-80,16,2019,WESTBOUND,lottr_ampk,M-F 6a-10a
WESTBOUNDlottr_md,1.2114149649995936,SR-51- US-50 to I-80,16,2019,WESTBOUND,lottr_md,M-F 10a-4p
WESTBOUNDlottr_pmpk,1.424485791593343,SR-51- US-50 to I-80,16,2019,WESTBOUND,lottr_pmpk,M-F 4p-8p
WESTBOUNDlottr_wknd,1.3189320522276773,SR-51- US-50 to I-80,16,2019,WESTBOUND,lottr_wknd,Sat-Sun 6a-8p
NORTHBOUND_calc_len,11067.891444948802,I-5- US-50 to Richards Blvd,17,2019,NORTHBOUND,_calc_len,_calc_len
NORTHBOUNDff_speed_art60thp,62.0465357273336,I-5- US-50 to Richards Blvd,17,2019,NORTHBOUND,ff_speed_art60thp,ff_speed_art60thp
NORTHBOUNDhavg_spd_worst4hrs,22.115453080658373,I-5- US-50 to Richards Blvd,17,2019,NORTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
NORTHBOUNDlottr_ampk,1.1620806938502024,I-5- US-50 to Richards Blvd,17,2019,NORTHBOUND,lottr_ampk,M-F 6a-10a
NORTHBOUNDlottr_md,1.0958736788281587,I-5- US-50 to Richards Blvd,17,2019,NORTHBOUND,lottr_md,M-F 10a-4p
NORTHBOUNDlottr_pmpk,1.940571271461838,I-5- US-50 to Richards Blvd,17,2019,NORTHBOUND,lottr_pmpk,M-F 4p-8p
NORTHBOUNDlottr_wknd,1.0373307393271174,I-5- US-50 to Richards Blvd,17,2019,NORTHBOUND,lottr_wknd,Sat-Sun 6a-8p
SOUTHBOUND_calc_len,9755.779750315043,I-5- US-50 to Richards Blvd,17,2019,SOUTHBOUND,_calc_len,_calc_len
SOUTHBOUNDff_speed_art60thp,62.020129718066876,I-5- US-50 to Richards Blvd,17,2019,SOUTHBOUND,ff_speed_art60thp,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,25.853062371833808,I-5- US-50 to Richards Blvd,17,2019,SOUTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
SOUTHBOUNDlottr_ampk,1.0983203324374216,I-5- US-50 to Richards Blvd,17,2019,SOUTHBOUND,lottr_ampk,M-F 6a-10a
SOUTHBOUNDlottr_md,1.3202097215313695,I-5- US-50 to Richards Blvd,17,2019,SOUTHBOUND,lottr_md,M-F 10a-4p
SOUTHBOUNDlottr_pmpk,2.505965528616845,I-5- US-50 to Richards Blvd,17,2019,SOUTHBOUND,lottr_pmpk,M-F 4p-8p
SOUTHBOUNDlottr_wknd,1.0364087828195576,I-5- US-50 to Richards Blvd,17,2019,SOUTHBOUND,lottr_wknd,Sat-Sun 6a-8p
NORTHBOUND_calc_len,6075.539328480106,SR-70- Beale Rd to 12th St,18,2019,NORTHBOUND,_calc_len,_calc_len
NORTHBOUNDff_speed_art60thp,45.2697902526703,SR-70- Beale Rd to 12th St,18,2019,NORTHBOUND,ff_speed_art60thp,ff_speed_art60thp
NORTHBOUNDhavg_spd_worst4hrs,15.028401411122742,SR-70- Beale Rd to 12th St,18,2019,NORTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
NORTHBOUNDlottr_ampk,1.5347002978010722,SR-70- Beale Rd to 12th St,18,2019,NORTHBOUND,lottr_ampk,M-F 6a-10a
NORTHBOUNDlottr_md,1.4139626521961184,SR-70- Beale Rd to 12th St,18,2019,NORTHBOUND,lottr_md,M-F 10a-4p
NORTHBOUNDlottr_pmpk,1.6244441094571003,SR-70- Beale Rd to 12th St,18,2019,NORTHBOUND,lottr_pmpk,M-F 4p-8p
NORTHBOUNDlottr_wknd,1.3532567379402163,SR-70- Beale Rd to 12th St,18,2019,NORTHBOUND,lottr_wknd,Sat-Sun 6a-8p
SOUTHBOUND_calc_len,6075.539328467945,SR-70- Beale Rd to 12th St,18,2019,SOUTHBOUND,_calc_len,_calc_len
SOUTHBOUNDff_speed_art60thp,50.09999847000001,SR-70- Beale Rd to 12th St,18,2019,SOUTHBOUND,ff_speed_art60thp,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,20.72476106,SR-70- Beale Rd to 12th St,18,2019,SOUTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
SOUTHBOUNDlottr_ampk,1.2092289924621582,SR-70- Beale Rd to 12th St,18,2019,SOUTHBOUND,lottr_ampk,M-F 6a-10a
SOUTHBOUNDlottr_md,1.3103569746017456,SR-70- Beale Rd to 12th St,18,2019,SOUTHBOUND,lottr_md,M-F 10a-4p
SOUTHBOUNDlottr_pmpk,1.368728518486023,SR-70- Beale Rd to 12th St,18,2019,SOUTHBOUND,lottr_pmpk,M-F 4p-8p
SOUTHBOUNDlottr_wknd,1.4369758367538452,SR-70- Beale Rd to 12th St,18,2019,SOUTHBOUND,lottr_wknd,Sat-Sun 6a-8p
WESTBOUND_calc_len,4976.621837611148,US-50- Mosquito Rd to Spring Street,19,2019,WESTBOUND,_calc_len,_calc_len
WESTBOUNDff_speed_art60thp,45.52094676992576,US-50- Mosquito Rd to Spring Street,19,2019,WESTBOUND,ff_speed_art60thp,ff_speed_art60thp
WESTBOUNDhavg_spd_worst4hrs,19.40503963117699,US-50- Mosquito Rd to Spring Street,19,2019,WESTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
WESTBOUNDlottr_ampk,1.3888653717240507,US-50- Mosquito Rd to Spring Street,19,2019,WESTBOUND,lottr_ampk,M-F 6a-10a
WESTBOUNDlottr_md,1.4839886456232467,US-50- Mosquito Rd to Spring Street,19,2019,WESTBOUND,lottr_md,M-F 10a-4p
WESTBOUNDlottr_pmpk,1.4930489638041242,US-50- Mosquito Rd to Spring Street,19,2019,WESTBOUND,lottr_pmpk,M-F 4p-8p
WESTBOUNDlottr_wknd,2.2233544958168334,US-50- Mosquito Rd to Spring Street,19,2019,WESTBOUND,lottr_wknd,Sat-Sun 6a-8p
EASTBOUND_calc_len,4976.621837104797,US-50- Mosquito Rd to Spring Street,19,2019,EASTBOUND,_calc_len,_calc_len
EASTBOUNDff_speed_art60thp,46.76674883409053,US-50- Mosquito Rd to Spring Street,19,2019,EASTBOUND,ff_speed_art60thp,ff_speed_art60thp
EASTBOUNDhavg_spd_worst4hrs,31.299529867820368,US-50- Mosquito Rd to Spring Street,19,2019,EASTBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
EASTBOUNDlottr_ampk,1.2076777854468432,US-50- Mosquito Rd to Spring Street,19,2019,EASTBOUND,lottr_ampk,M-F 6a-10a
EASTBOUNDlottr_md,1.2790704891195026,US-50- Mosquito Rd to Spring Street,19,2019,EASTBOUND,lottr_md,M-F 10a-4p
EASTBOUNDlottr_pmpk,1.2813166744540139,US-50- Mosquito Rd to Spring Street,19,2019,EASTBOUND,lottr_pmpk,M-F 4p-8p
EASTBOUNDlottr_wknd,1.2665885247358306,US-50- Mosquito Rd to Spring Street,19,2019,EASTBOUND,lottr_wknd,Sat-Sun 6a-8p
SOUTHBOUND_calc_len,41086.35485637585,SR-99- Calvine Rd to US-50,20,2019,SOUTHBOUND,_calc_len,_calc_len
SOUTHBOUNDff_speed_art60thp,67.50899630257771,SR-99- Calvine Rd to US-50,20,2019,SOUTHBOUND,ff_speed_art60thp,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,32.573716061955125,SR-99- Calvine Rd to US-50,20,2019,SOUTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
SOUTHBOUNDlottr_ampk,1.0389097773619074,SR-99- Calvine Rd to US-50,20,2019,SOUTHBOUND,lottr_ampk,M-F 6a-10a
SOUTHBOUNDlottr_md,1.0983259315671703,SR-99- Calvine Rd to US-50,20,2019,SOUTHBOUND,lottr_md,M-F 10a-4p
SOUTHBOUNDlottr_pmpk,1.4530953784669443,SR-99- Calvine Rd to US-50,20,2019,SOUTHBOUND,lottr_pmpk,M-F 4p-8p
SOUTHBOUNDlottr_wknd,1.0558688234641882,SR-99- Calvine Rd to US-50,20,2019,SOUTHBOUND,lottr_wknd,Sat-Sun 6a-8p
NORTHBOUND_calc_len,41086.35485141289,SR-99- Calvine Rd to US-50,20,2019,NORTHBOUND,_calc_len,_calc_len
NORTHBOUNDff_speed_art60thp,66.24915232601707,SR-99- Calvine Rd to US-50,20,2019,NORTHBOUND,ff_speed_art60thp,ff_speed_art60thp
NORTHBOUNDhavg_spd_worst4hrs,31.423330449545983,SR-99- Calvine Rd to US-50,20,2019,NORTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
NORTHBOUNDlottr_ampk,1.8083922895759632,SR-99- Calvine Rd to US-50,20,2019,NORTHBOUND,lottr_ampk,M-F 6a-10a
NORTHBOUNDlottr_md,1.112362761386126,SR-99- Calvine Rd to US-50,20,2019,NORTHBOUND,lottr_md,M-F 10a-4p
NORTHBOUNDlottr_pmpk,1.0748804138341634,SR-99- Calvine Rd to US-50,20,2019,NORTHBOUND,lottr_pmpk,M-F 4p-8p
NORTHBOUNDlottr_wknd,1.1003733600328056,SR-99- Calvine Rd to US-50,20,2019,NORTHBOUND,lottr_wknd,Sat-Sun 6a-8p
NORTHBOUND_calc_len,10467.514383644459,I-5- Richards Bl. to I-80,21,2019,NORTHBOUND,_calc_len,_calc_len
NORTHBOUNDff_speed_art60thp,65.03928836158974,I-5- Richards Bl. to I-80,21,2019,NORTHBOUND,ff_speed_art60thp,ff_speed_art60thp
NORTHBOUNDhavg_spd_worst4hrs,48.305772670703966,I-5- Richards Bl. to I-80,21,2019,NORTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
NORTHBOUNDlottr_ampk,1.0306248457692269,I-5- Richards Bl. to I-80,21,2019,NORTHBOUND,lottr_ampk,M-F 6a-10a
NORTHBOUNDlottr_md,1.052129701577358,I-5- Richards Bl. to I-80,21,2019,NORTHBOUND,lottr_md,M-F 10a-4p
NORTHBOUNDlottr_pmpk,1.1206673520185884,I-5- Richards Bl. to I-80,21,2019,NORTHBOUND,lottr_pmpk,M-F 4p-8p
NORTHBOUNDlottr_wknd,1.0323996747552826,I-5- Richards Bl. to I-80,21,2019,NORTHBOUND,lottr_wknd,Sat-Sun 6a-8p
SOUTHBOUND_calc_len,10467.514383017615,I-5- Richards Bl. to I-80,21,2019,SOUTHBOUND,_calc_len,_calc_len
SOUTHBOUNDff_speed_art60thp,64.01627110115754,I-5- Richards Bl. to I-80,21,2019,SOUTHBOUND,ff_speed_art60thp,ff_speed_art60thp
SOUTHBOUNDhavg_spd_worst4hrs,26.43907755129823,I-5- Richards Bl. to I-80,21,2019,SOUTHBOUND,havg_spd_worst4hrs,"Avg Speed, Slowest 4 hrs"
SOUTHBOUNDlottr_ampk,1.712154465675682,I-5- Richards Bl. to I-80,21,2019,SOUTHBOUND,lottr_ampk,M-F 6a-10a
SOUTHBOUNDlottr_md,1.1723840942508155,I-5- Richards Bl. to I-80,21,2019,SOUTHBOUND,lottr_md,M-F 10a-4p
SOUTHBOUNDlottr_pmpk,2.3049597324295017,I-5- Richards Bl. to I-80,21,2019,SOUTHBOUND,lottr_pmpk,M-F 4p-8p
SOUTHBOUNDlottr_wknd,1.0334110969635932,I-5- Richards Bl. to I-80,21,2019,SOUTHBOUND,lottr_wknd,Sat-Sun 6a-8p
